Product1_ID,Product2_ID
94374,3337460
95340,3527104
95781,832125
95781,2295993
95830,307146
95935,2246552
95935,3057572
96131,1404844
96621,2436462
96719,1021440
96719,3290301
96894,2764293
97174,208110
97174,3811815
97951,1731695
97951,2936465
98210,406343
98280,3100398
98343,131005
98371,3018043
98399,1697227
98399,2676429
98679,34041
98721,398986
98777,1472261
98868,3184657
98868,3473288
99043,2717771
99218,508648
99428,1276849
99428,2123786
99505,1066016
99988,2698850
100198,3354057
100275,196756
100275,870933
100275,1416478
100275,3384549
100331,3785985
100772,1744204
101311,430052
101430,2237991
101430,2311771
101430,2606261
101465,3661805
101976,122850
101976,1857275
101976,1878457
101990,3091683
102711,237454
102711,371399
102711,2402659
102711,3338832
102711,3504116
102767,3826760
103194,3839325
103628,1261421
103677,208670
103677,403487
103677,687246
104594,1436029
104923,8204
104923,595903
104923,607047
104923,1149239
104923,3786496
105007,3054184
105105,1520288
105105,2995930
105133,2099027
105133,2732548
105231,2146438
105350,106624
105616,1827168
105819,242781
105819,1302049
105819,1922816
106036,2277506
106246,596400
106393,1669801
106393,3186610
106393,3505782
106456,636195
106463,1926526
107135,362131
107261,925190
107261,1007104
108024,1535464
108500,2568258
108500,2606926
108696,1794968
108724,24017
108724,380268
108724,2690555
108724,2763761
109564,3547677
110005,21224
110005,2666034
110075,3793986
110285,123102
110285,2092111
110376,3613274
110530,2226448
110530,2925230
110530,3696273
110824,2640736
110936,2696897
111041,922733
111055,2748718
111055,2821882
111055,3826550
111629,3574046
111783,505855
111783,1830612
111783,3811486
112084,1685705
112231,2862055
112231,3062542
112231,3432268
112280,29386
112280,1880410
112280,2895578
112406,24073
112406,483217
113295,418131
113295,3086587
113400,1854650
113400,2144555
113400,2666748
113477,771225
113596,2485574
114016,1028650
114016,2920771
114016,3034360
114457,3573430
114513,1185023
114513,1422106
114513,1594838
114765,607250
115325,185871
115325,492408
115325,501774
115402,726047
115640,1604288
115787,397635
116431,2406551
116704,306607
116704,3461801
116823,1139845
116886,407862
116886,2886513
117215,261835
117215,2497208
117215,3605854
117285,433328
117285,1101513
117285,1924804
117369,715099
117369,3489388
117915,3215002
117971,2278339
117971,2932608
118013,364567
118209,1815604
118209,3320310
118265,1538278
118692,842128
118699,2939048
118818,1542891
118860,94374
118860,2124150
118860,3550610
118874,1581790
118874,2047535
118958,556283
119014,1899940
119014,2515849
119014,2936437
119133,654444
119133,3821377
119847,1047641
119847,2190888
119847,3216829
119854,1207885
119910,249914
119910,866880
120029,2063971
120029,3528147
120148,3441956
120148,3551961
120421,607124
120421,1036980
120421,1961568
120561,3164252
120561,3478496
120575,1438066
120827,1412271
120827,2370599
120827,3180513
120932,3729873
121163,2775878
121191,2637264
121254,722470
121254,3116099
121387,635516
121401,2482627
121527,598185
121527,2820111
121527,3757474
121548,1893605
121772,113176
122164,2993354
122164,3523891
122164,3562559
122556,101612
122563,83069
122563,2940042
122563,3536092
122829,818685
122850,1299816
122871,1303015
123067,1165773
123102,2216802
124061,147
124152,3758153
124719,1401337
124719,3120845
124719,3245333
124719,3605252
125461,3255126
125776,3367994
126140,471366
126175,3395112
126497,380107
126497,1878828
126616,2440760
126616,3298141
126742,1790551
126819,315126
127183,2203985
127211,3792019
127316,2164568
127316,3285842
127386,1198057
127386,2314564
127386,2540342
127386,2867760
127981,1413629
128205,2163392
128415,919639
128415,2707418
128415,2811389
128737,689864
128737,2680797
128737,3061856
128779,2795814
128779,2822673
128779,2909550
128898,695072
128898,2639406
128968,325241
128968,844998
129087,990864
129283,631813
129283,3445624
129283,3671374
129311,1483853
129472,118818
129514,145138
129612,3714809
129731,1121939
129731,1433439
129731,2744287
129731,2755438
129731,3712114
129738,1027789
129738,3468486
129801,1994720
129801,2362724
129801,2645223
129892,190799
129892,1537452
130151,856919
130151,2822064
130277,848225
130277,2540818
130277,3296692
130326,89033
130326,281085
130326,485387
130326,894257
130326,2434383
130424,140098
130424,792365
130725,3767393
131432,369810
131432,1774717
131481,2518355
131768,1164814
131768,1337175
131768,1352925
131768,3809274
131768,3838212
131789,170499
131789,1245307
131789,3830701
131789,3833263
131831,3832752
132202,346913
132202,1060745
133049,277984
133049,1305059
133084,943299
133084,1768277
133175,277774
133812,1841413
133812,3203074
134778,2371922
135422,1358329
135772,1063307
135898,3288943
136234,1718332
136234,1912589
136311,2482305
136311,3369583
136500,2504824
136570,906318
136570,3630935
136724,118013
136724,1150667
136927,3352671
137235,429478
137235,2944396
137235,3206770
137445,3496717
137480,848414
137480,1644321
137578,1452920
137914,846216
137914,1612947
137914,3816288
137914,3818283
138215,2255491
138215,3061338
138439,3066588
138439,3624215
138663,1868188
138663,2607871
138908,2419053
138908,3339714
138908,3441018
139573,79513
139573,375557
139573,1441958
139825,290654
139825,983794
139825,2412473
140280,432726
140280,539329
140280,1724121
140287,87738
140287,3559675
140651,1676815
140651,3827117
140987,65065
141134,1963486
141582,1611771
141582,1866494
142149,2042642
142149,2271682
142149,2633127
142233,3397142
142534,558138
142534,3665032
142702,2623838
142702,2679936
142702,3624614
142716,1062656
143066,1889888
143080,627921
143080,1798916
143234,2241890
143262,581273
143262,1861027
143262,1889944
143563,2918923
143738,2998800
143766,1710842
143976,2123968
144053,3534468
144249,542549
144284,182063
144284,2680104
144284,3240797
144634,85771
144634,1957774
144732,426769
144732,495579
144732,1305381
144732,2452492
144732,2721257
144781,1222123
144781,2349445
145012,388248
145012,3217662
145047,1152347
145306,1815555
145306,2534420
145306,2859052
145334,971950
145334,1125278
145334,3447563
145502,30051
145502,1484875
145502,1532293
145502,2964325
145705,1761963
145978,445578
145978,3214729
145985,1865395
146013,3096828
146209,261660
146433,77735
146622,2898994
146811,3755899
146979,249739
146979,2102037
148022,866103
148022,1037988
148022,1214010
148022,1717443
148463,45143
148463,203462
148463,3263799
148547,253176
148869,2514141
148869,3520258
149604,317576
149604,740194
149604,1298801
149814,456771
149814,2732919
149814,3067848
149814,3122868
149835,901677
149835,2186219
149870,3257184
149926,1762908
149940,1817501
149968,654703
149968,1477910
149968,3735571
150059,1241065
150059,2414909
150402,1322755
150402,1875244
150402,1875272
150710,1363607
150710,3839045
151424,2946244
151452,164339
151858,706300
152033,1078308
152033,3763305
152250,1515332
152250,2219651
152824,1445549
153083,644882
153216,1163925
153363,2341122
153587,1867278
153587,1880382
153587,2516871
153657,330127
153657,2972375
154014,2220442
154084,3472798
154084,3695622
154105,3608066
154224,1358707
154693,47453
154938,3603747
154966,1449588
154966,2966313
155645,1973986
155806,1787408
155806,2415294
155806,2495241
155890,1557010
155890,1704598
155890,2906505
156121,2460360
156121,2982707
156121,3575495
156247,3198419
156947,1884533
157024,1887760
157024,3331118
157024,3357046
157444,1145571
157780,1402618
157780,1545313
157780,2602698
157969,3464895
157969,3834887
158284,825300
158284,2718779
158284,2909606
158291,826070
158291,3101798
158326,854364
158326,1423177
158326,1683311
158354,1885695
158466,169498
158886,855820
158886,2107357
159180,1845025
159376,2550499
160041,1667365
160097,614292
160097,1808478
160097,2196705
160097,2931747
160097,3583706
160286,282268
160286,1224097
160286,1906247
160307,3691835
160349,772583
160349,1437884
160349,3044909
160349,3338601
160349,3584924
160531,10087
160531,2956457
160902,306593
160902,478982
160902,3591952
160902,3678248
160930,2589216
160930,3165008
161007,3623067
161714,1923789
161917,339332
161917,3384941
161924,927402
161924,2571870
161924,2885652
161924,3594808
162190,131082
162190,1738709
162253,1660148
162253,1897882
162253,2600290
163548,359590
163548,3766014
163604,312025
163604,481677
163604,929488
163604,1305486
163604,2945320
163646,3423896
163975,2473030
163975,2718254
164339,1048320
164437,1208865
164437,3193925
166264,609609
166572,203525
166572,581952
166572,2965788
166873,1185464
166873,3038777
166873,3558156
167181,1467998
167181,1496061
167181,1601677
167181,1671362
167636,46277
167636,1642592
167636,3817604
168875,975562
168959,3231480
168973,406448
168973,3255343
169099,1062642
169463,2273012
169498,330862
169498,3072608
169694,1621942
169694,1751778
169694,2678809
169694,3429503
169694,3739638
170037,2366644
170121,441840
170121,1129478
170121,1344238
170485,2476243
170499,2436861
170730,1476902
171122,1658370
171395,126497
171395,2922871
171899,2551710
172088,625387
173327,1386245
173705,1632757
173705,2098299
173992,660457
175210,506961
175210,3105865
175329,3215842
175700,127211
175700,198086
175700,473970
175700,881573
176211,2229164
176211,3747569
176505,954877
176505,1458107
177338,2362241
177338,2380455
177338,3515869
178430,730310
178430,2507057
178430,3618461
179158,557732
179158,2531368
179221,358064
179221,649873
179221,2124717
179298,410389
179725,529326
180348,2031295
180348,3217494
180348,3633602
180684,338870
180838,3158085
180894,751996
181013,25648
181013,84378
181013,1048999
181013,2512916
181013,3557540
181020,3104766
181146,1476797
181146,3320688
181643,61075
181643,2957766
181671,1892730
181671,2129400
181671,3589320
181699,1209712
181699,1719690
181699,3720850
182063,522809
182063,1287209
182063,3133186
182063,3720381
182560,1511216
182679,1675534
182679,3261902
182812,1720355
182812,3824947
182896,2054010
183106,1278326
183225,2119845
183722,185332
183743,1369053
183897,3589488
183925,2806643
184310,1026074
184401,485667
184625,853944
185164,1420069
185164,1498910
185164,3534237
185255,1994321
185374,927451
185374,3728522
185871,56014
185871,3476928
185871,3703938
185997,522340
185997,869106
186081,811811
186494,143976
186585,1477322
186774,1201445
186774,2874879
187089,2054906
187334,2263506
187796,2322152
187992,3362093
188244,1726480
188244,1975890
188244,2106643
188524,768880
188524,1249409
188930,364952
188930,3070214
188930,3158827
189791,2498349
189854,276248
189973,1184148
190358,3442747
190799,3034108
190820,3476249
191275,1455342
191275,2549246
191275,3505957
191653,728686
191653,1818033
191653,2245418
192185,160286
192199,3723118
192325,130669
192325,2248904
192549,696255
192549,963620
192549,1286208
192549,1819573
192556,1193199
192591,1260385
192591,2941155
193130,2344839
193991,2532670
194047,1666014
194404,1744778
194404,1896300
194824,323183
194915,1007587
195048,2783956
195328,753529
195328,1843716
195328,2420215
195510,2113006
195580,1188005
195580,2962666
195580,3524206
195755,2146214
195755,3626336
196602,52892
196602,1058750
196602,1087856
196602,1426061
196602,1914052
197190,950117
197190,3700907
197848,973686
197855,3629248
197981,3749410
198086,2603615
198821,893571
198821,2846193
198821,3213581
199115,3746407
199213,1834077
199269,2164967
200200,537292
200627,474894
200627,2082283
200697,3771530
200704,1379476
200704,2326485
201236,697697
201236,1246182
201530,323932
201530,3811304
201719,1623342
201719,1971767
201719,3087658
201761,1081934
203042,3378984
203259,1500688
203259,1936893
203294,884072
203455,279468
203455,797986
203455,3192952
203511,259931
203511,267323
203511,1832747
203511,2932643
203511,3342612
203525,298361
203588,77028
203588,341439
203588,544460
203588,1773184
203588,3395189
203840,1902887
203840,3592183
204253,2888137
204253,3745378
204337,61068
204337,723380
204337,1414140
204372,491113
204372,884191
204372,971187
204372,3056620
204414,1689030
204568,3523730
204631,1512581
204631,1987923
205793,842408
206080,113862
206080,1451856
206080,3497025
206549,314902
206549,3663205
206661,1679461
206899,860608
206899,1406153
206899,2058343
207130,2698927
207613,910161
207725,2988937
208579,126028
208579,2800315
208579,3233762
208670,393673
208838,3718078
209258,430430
209258,2614682
209454,684845
209629,2610741
209671,1253294
209671,3517437
209853,2768997
209979,1675366
210154,3217599
210329,136262
210329,216188
210329,3506097
210574,1919659
210917,2329908
211435,799652
211435,3122385
211505,542647
211505,799701
211505,930741
211932,1959671
211988,669557
212023,522648
212023,1001924
212023,2780008
212023,3098802
212023,3185749
212037,424893
212793,494858
212793,498316
212793,1079869
212870,320376
212870,3349626
212905,248605
212905,673050
212926,1490930
212926,2569651
212926,3332427
212982,3087504
213563,3628842
213633,712180
213913,2740605
213990,2774513
214270,406721
214270,1520302
214438,1413601
214438,2291471
214438,3293766
214438,3548153
214718,1378580
214718,1748803
214718,2921758
214718,3282748
214718,3456306
215145,949627
215362,46907
215362,146209
215362,1837717
215362,3376485
215656,1518559
215656,2842105
215768,3640980
215922,680603
215922,2671634
215922,3038672
215922,3476018
215943,47978
215943,241339
215943,3349829
216055,341278
216356,2484720
216356,3034717
216517,59031
216650,1577422
216958,388892
216958,1152641
217252,178717
217336,978397
217336,1553517
217336,2668204
217602,232057
217602,756882
217672,1697045
217882,908768
217882,3397975
217980,3501092
218127,797811
218253,467992
218253,1498315
218253,1604274
218589,2572024
219016,3784571
219072,1890294
219072,3130330
219310,2187766
219485,55671
219485,1248184
219688,1006803
219968,3528182
220129,900025
220129,1977563
220129,3379824
220493,390593
220941,1702043
220941,3552927
220962,1229046
220962,2170434
220962,3621051
220962,3775212
220969,2115022
221046,230818
221046,1174299
221382,1076565
221382,1625841
221494,1540539
221494,3534342
221627,934311
222243,3647420
222411,1620402
222411,1794226
222411,3698611
222467,3411079
222502,243663
222502,314965
222887,1748271
222887,2248498
222908,1701469
223020,1600914
223020,3371340
223020,3653811
223181,70035
223181,322455
224189,3684646
224686,994364
224686,1897252
224728,3295593
224728,3472427
224784,3155922
224917,1010065
224917,1862420
224917,2034641
224917,3682700
224924,1089179
224924,3812830
224924,3820810
224973,3327933
225036,209853
225036,442666
225582,1807148
225582,1976730
225687,99505
225750,295428
225897,1012781
225897,1363656
225897,1861272
225995,2556687
226128,1922669
226184,2414622
226184,3297553
226184,3496794
226184,3797290
226695,783426
226695,1999879
226695,3767358
226835,2071244
227045,2051357
227136,973812
227703,804370
227703,1091790
227703,1097131
227787,1685299
227934,374157
228200,3121314
228900,2183342
228900,3763053
229201,2542288
229565,542913
229565,1976681
229565,2230613
230174,340550
230174,1474599
230468,854819
230510,93534
231035,378532
231035,626927
231035,2841881
231476,2587158
231553,85288
231553,402927
231553,749238
231553,1959804
231553,2243486
231721,2581285
231994,1543437
231994,1552726
231994,1579165
231994,2461480
232309,3828692
232309,3837680
232316,469294
232316,2542813
232330,1719683
232428,450086
232428,817537
232610,3703798
232862,1085000
232862,3461381
232862,3542189
232981,2043748
233688,2350264
233688,3234595
234003,1285851
234003,1298164
234003,2754010
234073,2086812
234073,2779763
234290,2633589
234500,3103387
234507,2243381
234507,2674973
234507,3165470
234507,3333638
234535,3207386
234556,2624391
235697,3609676
235774,536830
235774,3358390
235830,1444072
235830,2296623
236341,423059
236341,1515794
236341,3718743
236383,992544
236383,1684368
236488,427084
236488,1270619
236488,3238648
236656,672749
236768,2609922
236768,2645328
236768,3513615
236915,3414460
237391,2340135
237391,2816779
237391,3137099
237454,3561775
237510,112980
237510,249641
237510,430346
237510,2659517
237531,3480169
237643,73423
237643,913346
237643,3635618
237853,3376842
238147,392742
238147,1626338
238147,2541539
238259,3486392
238665,915712
238665,1725962
238665,2586493
238665,3382232
238665,3782989
238735,1626849
238735,2241435
238735,2268063
238735,2628976
238812,2619456
239358,3596537
240485,196833
240485,2030273
240485,2538382
240926,1792147
240926,2687559
240926,2909200
241339,980098
241633,1173613
241633,2682813
241955,2738673
241976,3803842
242081,3443566
242291,1353373
242291,2790921
242578,592039
242578,3812487
242592,2328893
242592,2574439
242592,2947875
242613,1884015
242697,1441881
242697,1996659
242697,2227764
242697,3633287
242725,798210
242725,1806392
242725,3721151
242781,947632
242781,3050754
242837,1717310
243110,2361394
243250,3312484
243320,1049888
243341,358743
243341,2494079
243663,32466
243964,2005318
244209,1095612
244209,2313745
244216,358687
244482,2170714
244923,1906982
244923,2811809
244923,2992248
244923,3454647
245126,2614430
245126,3057418
245357,833021
245763,2263443
245777,1889867
245910,201313
245910,2091397
245910,3334485
245959,166705
245959,3613302
246120,1722819
246120,2865695
246260,580811
246260,613718
246561,1782473
246561,2370998
246561,2434404
246722,568295
247058,2785930
248262,1987699
248262,3836637
248444,1348970
248444,2300389
248584,3143098
248605,2074485
248724,117992
248724,3639363
248969,96803
248969,1435028
249375,518910
249739,974967
249739,1904105
249830,391216
250194,3664451
250446,3370290
250551,1041383
250614,3359321
250656,2488892
250712,1426831
250712,1589819
250712,3331181
250957,474985
250957,764176
250957,1675464
250957,2840859
251251,3791823
251489,1003975
251489,2764804
251489,2982280
251678,1128197
251769,2700306
251923,1457225
251923,2201206
251923,3215723
252000,294280
252077,1726571
252350,1743602
252350,3190572
252350,3446842
252602,1739752
252602,3315697
252602,3402084
253015,2195109
253043,2906897
253253,2185911
253253,2222745
253925,1705382
253925,2393258
253925,3176873
254016,1236529
254016,3432212
254100,254114
254226,128611
254226,1147202
254226,1465709
254387,1267504
254387,2910061
254849,3516569
255164,2665565
255367,558747
255367,2059736
255367,2823590
255367,3037594
255367,3426059
255969,858389
255969,2866234
256284,284956
256284,607194
256284,2703309
257418,2720193
257663,3708152
257887,714119
257887,3178462
257894,1783747
257894,2007922
258125,2462075
258237,2384536
258811,1475390
258811,3237430
258944,433531
258944,950999
259000,1354969
259000,2902809
259742,1088185
259742,1402569
259819,1490195
259819,2377487
259889,1913821
259889,3363661
259931,1675142
259931,2279144
260043,441868
260043,582715
260043,1331848
260043,1869805
260043,3725428
260176,3131555
260666,1006964
260666,1317932
261471,900662
261569,706657
261569,3317825
261660,3723804
262052,1021104
262052,1279733
262052,2984716
262836,2287747
262913,1426943
262913,1616636
263326,2828413
264922,149940
264985,3458315
265230,1581461
265265,90923
265265,3326022
265321,592900
265321,1444870
265321,2138906
265321,2777236
265398,1194221
265531,2472722
265615,1112223
265615,2713144
265615,2884553
265790,3749151
265811,2736524
265867,2954889
265916,442253
266070,962185
266133,34944
266133,294777
266133,930713
266133,1580117
266133,2396240
266217,51947
266217,1929396
266231,537159
266231,1393161
266231,1987223
266231,2978535
266231,3104885
266700,2324462
266714,2601802
266917,3834824
267085,526932
267169,108171
267225,716303
267323,3100636
267421,2261791
267554,1508724
267554,1519770
267673,2666867
267673,3183201
267673,3553977
268555,252000
268555,1026186
268555,1992522
268562,3085964
269080,2296378
269101,2424282
269192,2970828
269297,1208893
269423,1685068
269423,1835813
269549,1285165
269549,2304701
269549,2443371
270025,2607465
270361,216118
270361,857577
270361,1167187
270361,1855630
270676,265265
270676,640066
270830,2185099
270830,3587570
271124,2750286
271355,2275252
271425,936950
272048,1844542
272048,2642598
272048,3233307
272622,1398880
272622,3837827
272860,1683045
272860,3153213
272860,3817660
272860,3830218
273091,1207465
273091,1604099
273091,2192624
